id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
17497606,Downtown 2 bed/2 bath with huge patio & parking!,108007938,David,Victoria,Downtown,48.42528,-123.36442,Entire home/apt,223,1,380,2021-09-03,7.36,2,292,78,
17548541,Seaside Escape,38299135,Grace,Victoria,Downtown,48.42963,-123.36924,Entire home/apt,113,2,192,2019-12-24,5.33,6,324,30,
17573005,"Fisgard Flat: BEST Location, Views, Parking, W&D",23791199,Karen,Victoria,Downtown,48.42712,-123.36912,Entire home/apt,132,30,51,2019-10-15,0.94,2,114,1,
17610936,Downtown Garden Oasis at The Union-Pandora!,56742277,Jenny,Victoria,Downtown,48.42876,-123.36863,Entire home/apt,99,1,248,2021-08-11,4.67,2,119,42,
17626450,"Fantastic one-bedroom, self-contained suite.",113256009,David,Saanich,Saanich,48.47393,-123.41923,Entire home/apt,79,2,81,2019-08-03,1.50,1,281,7,
17639537,Silk Road Suite at the Villa Marco Polo Inn,107043919,Diana,Victoria,Rockland,48.42109,-123.33742,Hotel room,252,2,2,2018-05-14,0.28,5,265,1,
17642609,Port O'Pierre Port Renfrew Cottage with Bunkhouse,29855006,Mike,Juan de Fuca,Juan de Fuca,48.55444,-124.415,Entire home/apt,203,1,27,2019-07-08,1.13,3,315,6,
17667098,Heart's Ease,30606130,Rita,North Saanich,North Saanich,48.67123,-123.47973,Entire home/apt,153,7,22,2021-01-02,0.43,1,87,2,
17682980,Downtown Waterfront Microloft,20650060,Colleen,Victoria,Downtown,48.42911,-123.36888,Entire home/apt,90,28,199,2019-08-29,3.99,1,162,2,
17731462,Cook Street Village Apartment,92691620,Rachel,Victoria,Fairfield,48.42068,-123.35783,Entire home/apt,99,30,0,,,1,59,0,
17787239,Room in Charming Character Suite,3687769,Troy,Esquimalt,Esquimalt,48.4327,-123.40628,Private room,54,1,42,2019-07-21,0.82,7,306,6,
17793253,Executive Oceanview by Victoria & Swartz Bay Ferry,31342452,Kirk & Danette,North Saanich,North Saanich,48.683,-123.42695,Entire home/apt,599,4,14,2019-10-10,0.37,3,347,1,
17814482,2 bedroom garden suite in the heart of Victoria!,41332821,Chad,Saanich,Saanich,48.45198,-123.33162,Entire home/apt,150,6,25,2019-08-15,0.50,1,6,0,
17826358,Comfy 700 sq ft suite - great central location,100073470,Jamey & Michael,Saanich,Saanich,48.47189,-123.3735,Entire home/apt,91,7,73,2021-08-08,1.44,1,27,4,
17848611,Amazing Waterfront Microloft in Downtown Victoria,122118032,Lucia,Victoria,Downtown,48.42852,-123.36961,Entire home/apt,88,1,315,2020-10-01,5.81,1,69,30,
17863878,Micro-condo with water view,9572035,Katrina,Victoria,Downtown,48.42754,-123.37046,Entire home/apt,300,30,3,2019-06-30,0.06,1,87,0,
17878563,OOAK Forest Zen Garden Island  Suite,12846178,Christina,Salt Spring Island,Salt Spring Island,48.85947,-123.53661,Private room,105,2,75,2018-09-14,1.44,1,253,2,
17895379,Large 1 bd 1 bth parking wifi patio close to DT,122598860,Chris,Victoria,Fernwood,48.4282,-123.34986,Entire home/apt,83,30,4,2021-05-31,0.10,3,61,1,
17903353,Secret Garden on Church rd.,122684642,Brandy,Sooke,Sooke,48.3884,-123.72664,Entire home/apt,85,3,41,2019-10-05,1.47,1,272,0,
17923288,Avatar - Oceanfront Luxury Cottage by Eagle Reach,112197164,Heather & Rob,Juan de Fuca,Juan de Fuca,48.55479,-124.41571,Entire home/apt,341,1,137,2020-07-06,2.72,3,342,22,
17940708,Brand new private room in Gordon Head,123071013,Joe,Saanich,Saanich,48.48709,-123.32394,Private room,36,3,21,2019-11-10,0.38,2,174,4,
17944230,Poolside Salt Spring,123109405,John & Patricia,Salt Spring Island,Salt Spring Island,48.8836,-123.55308,Entire home/apt,400,4,65,2021-07-30,1.26,1,0,9,
17964261,Beach Cottage with Park-Like Grounds near Sidney,123358064,Larry,North Saanich,North Saanich,48.6399,-123.4743,Entire home/apt,165,30,55,2020-04-16,1.49,1,220,2,
17965600,2 Bedroom Downtown with Free Parking,123373312,Adam & Justine,Victoria,Downtown,48.42622,-123.36149,Entire home/apt,182,2,239,2020-01-26,5.49,1,92,36,
17965739,"Fully Furnished, WIFI, TV, parking, Close 2 DT",122598860,Chris,Victoria,Fernwood,48.42821,-123.35131,Entire home/apt,76,30,11,2021-05-31,0.26,3,61,2,
17971997,Newer modern in the City. Very safe and desirable,9176808,Victoria Executive Rentals,Victoria,Rockland,48.42346,-123.34451,Entire home/apt,93,30,4,2021-08-22,0.11,18,335,2,
17991358,Explore the Wilderness at a Serene Suite in Bear Mountain,35518927,Karen,Highlands,Highlands,48.4758,-123.5213,Entire home/apt,125,2,95,2020-11-09,3.32,1,221,13,
17995137,Belmont Beauty,123665336,Constance,Victoria,Fernwood,48.42994,-123.33941,Private room,70,2,70,2021-09-13,1.40,1,78,10,
18009271,City Centre Microloft,123805537,Willow,Victoria,Downtown,48.4277,-123.37043,Entire home/apt,85,3,137,2019-08-06,2.70,1,43,0,
18018102,Saanich_Berries Country Getaway by Theo and gina,72170383,Gina,Central Saanich,Central Saanich,48.55708,-123.43326,Private room,180,2,39,2019-07-25,0.74,2,325,2,
18022633,Modern Harbour View Loft 2,219314,Debra,Victoria,Downtown,48.42882,-123.36998,Entire home/apt,134,1,248,2020-01-26,5.04,3,234,33,
18023475,Beautiful One Bedroom Apt. 5 mins to Downtown,91669562,Sharon,Esquimalt,Esquimalt,48.42996,-123.4027,Entire home/apt,135,3,93,2020-12-18,3.55,1,98,2,
18042115,Oakleigh Cottage- Entire House Just for You!,48273455,Mark And Michelle,Saanich,Saanich,48.47702,-123.37928,Entire home/apt,254,1,368,2021-09-17,7.18,1,146,55,
18058814,"Arbutus Room with ocean, sunrise and sunset view.",7633747,Irina,Salt Spring Island,Salt Spring Island,48.80667,-123.49234,Entire home/apt,171,2,81,2020-01-19,1.81,4,350,9,
18072335,"Mt.Maxwell room  ocean, sunrise and sunset view.",7633747,Irina,Salt Spring Island,Salt Spring Island,48.80588,-123.49126,Entire home/apt,125,2,97,2019-08-02,1.95,4,353,12,
18076136,"The Sky Suite with ocean, sunrise and sunset view",7633747,Irina,Salt Spring Island,Salt Spring Island,48.80568,-123.49308,Entire home/apt,240,2,40,2019-03-24,0.92,4,356,5,
18103872,4 Bedroom House on the Lagoon,108074678,Liza And Alex,Colwood,Colwood,48.42203,-123.47447,Entire home/apt,239,1,115,2021-04-17,2.92,2,347,15,
18125439,Sunny suite close to Sooke harbour.,124915372,Susie,Sooke,Sooke,48.37079,-123.72906,Entire home/apt,102,2,169,2019-08-22,3.37,1,174,19,
18125931,"Downtown, Inner Harbour Water Views-min 30 nights",36763484,Rick,Victoria,Downtown,48.42942,-123.36894,Entire home/apt,85,30,42,2018-09-03,0.82,2,226,2,
18126006,Look Out over Lively Old Town in a Stylish Modern Apartment,4516592,Ira & Agata,Victoria,Downtown,48.42829,-123.36793,Entire home/apt,134,2,229,2020-10-03,8.20,2,238,29,
18141691,"Breakwater Studio Ocean glimpses, 30 days or more",44176429,Ute,Victoria,James Bay,48.41509,-123.38034,Entire home/apt,98,29,127,2019-10-01,2.46,2,156,5,
18142683,Swell Shack (Eco-Friendly Tiny Home),24070587,James & Mo,Juan de Fuca,Juan de Fuca,48.42927,-124.06888,Entire home/apt,147,1,458,2021-09-19,9.04,2,235,120,
18153225,Exquisite suite in GREAT location with parking!,125177054,Dave,Victoria,Downtown,48.42864,-123.36855,Entire home/apt,129,1,316,2021-08-17,6.24,1,336,60,
18159434,Parkside Guest Suite on Gorge Waterway,21074215,Claudia,Esquimalt,Esquimalt,48.44506,-123.40281,Entire home/apt,80,2,84,2020-03-09,1.57,1,32,39,
18163171,DT 2 bd rm 1 bth fully furnished parking wifi,122598860,Chris,Victoria,Fernwood,48.42812,-123.35016,Entire home/apt,86,30,6,2017-08-12,0.12,3,61,0,
18191668,Cozy cottage near the beach,20331330,Geoff And Susan,Saanich,Saanich,48.45992,-123.28509,Entire home/apt,115,5,22,2019-08-13,0.43,1,0,0,
18214512,The Garden Gate Cottage - Rustic and Charming,94425086,Nahanni,Southern Gulf Islands,Southern Gulf Islands,48.8759,-123.32618,Entire home/apt,99,7,95,2019-07-09,3.58,1,0,2,
18252138,Harbour Views from a Chic Downtown Apartment,126136471,Murray,Victoria,Downtown,48.42944,-123.36924,Entire home/apt,218,2,87,2021-09-15,1.65,2,2,10,
18257233,Eagle's Nest / Views/ Near downtown,41334008,Neal,Victoria,Rockland,48.42005,-123.34314,Entire home/apt,370,5,35,2020-08-02,0.66,1,155,0,
18284310,Cozy Gorge retreat,10228353,Jayne,Saanich,Saanich,48.44855,-123.3925,Private room,55,1,85,2020-02-23,2.16,1,86,0,
18296201,Botanical Nest,5575698,Heather & Neil,View Royal,View Royal,48.46282,-123.43394,Entire home/apt,104,1,126,2021-09-15,2.35,3,200,23,
18311237,Contemporary Condo with Heritage Flair,27423238,Yvonne,Victoria,Downtown,48.42945,-123.36868,Entire home/apt,157,2,174,2021-09-06,3.64,1,281,41,
18330406,"Beautiful, modern, centrally located suite!",37449399,Randi,Victoria,Fernwood,48.42692,-123.35218,Entire home/apt,64,30,155,2021-08-31,3.04,3,103,5,
18353326,Inner Harbour Victoria Townhouse in Great Location,82721658,Tylor,Victoria,Victoria West,48.42793,-123.37759,Entire home/apt,210,2,66,2019-11-30,1.41,1,71,12,
18376311,Oceanside Townhouse on Sooke Harbour,126638093,Tina,Sooke,Sooke,48.36725,-123.73256,Entire home/apt,185,2,74,2021-09-06,2.81,1,334,20,
18389133,North Saanich Peaceful Private Paradise,127369964,Marv,North Saanich,North Saanich,48.68414,-123.46667,Entire home/apt,275,2,37,2021-09-25,0.96,1,313,9,
18416462,"Bright, Clean, and Central New DT condo w/ parking",127620783,Nika And Marko,Victoria,Downtown,48.42864,-123.36858,Entire home/apt,191,1,264,2021-08-08,5.34,1,161,31,
18433999,"Modern, Luxury 2 bedroom Downtown Condo-8th Floor",22010188,Santino,Victoria,Downtown,48.42645,-123.36178,Entire home/apt,260,60,0,,,1,0,0,
18449848,Stylish Studio Apartment,111994170,Iwan,Victoria,Downtown,48.42932,-123.36883,Entire home/apt,139,28,56,2020-03-07,1.11,1,183,1,
18488682,Modern Downtown Condo with Secure Onsite Parking,128278603,Sherry Louie,Victoria,Downtown,48.42854,-123.36693,Entire home/apt,119,2,89,2019-12-22,1.78,2,204,6,
18503118,Suite by the Sea,46461824,Kelly,Sidney,Sidney,48.6642,-123.40853,Entire home/apt,102,2,246,2021-07-16,5.60,1,248,46,
18505302,Starting point family house,128425711,Zhen Yu,Saanich,Saanich,48.48596,-123.32494,Private room,174,2,1,2019-07-22,0.04,1,0,0,
18507117,"Charming Fully Furnished 1BR Suite, Close 2 UVIC",128444926,Meddy,Saanich,Saanich,48.4814,-123.31845,Entire home/apt,88,120,78,2019-07-06,1.49,3,152,7,
18510487,Downtown Modern Heritage with Spa Bathroom,134461356,James,Victoria,Fairfield,48.42045,-123.35943,Private room,150,1,302,2020-03-03,7.31,1,87,0,
18523429,Cozy Log Cabin CLOSE to Prospect Lake & Butchart,128582107,Andrea,Saanich,Saanich,48.51633,-123.42759,Entire home/apt,99,2,175,2021-09-13,3.47,1,295,23,
18528593,Full Home! 4 Bedrooms 2.5 Bath with AC,68583564,Carson,Langford,Langford,48.42691,-123.53414,Entire home/apt,380,3,98,2021-09-27,2.52,1,45,18,
18550854,New Spacious Mountainside Two Bedroom Suite,954618,Jesal And Jenny,Saanich,Saanich,48.48889,-123.34076,Entire home/apt,99,2,37,2019-08-03,0.90,1,0,2,
18559295,Entire Oceanfront Guest Suite steps from the Beach,128843783,Jo-Ann And Phil,Sidney,Sidney,48.66312,-123.4043,Entire home/apt,125,1,56,2019-05-13,1.07,1,55,0,
18561964,Centrally-located. Stylish. 1 bedroom. Long-term.,8591291,Lisa,Saanich,Saanich,48.45343,-123.36693,Entire home/apt,57,120,26,2019-07-22,1.42,1,0,1,
18567678,Architect Designed And Decorated Waterfront House,100816560,Jackie & Rodney,Juan de Fuca,Juan de Fuca,48.36389,-123.63429,Entire home/apt,305,2,46,2019-10-20,0.90,1,213,10,
18600053,Executive Suite with Commanding Views,129168549,Ron,Colwood,Colwood,48.42139,-123.51368,Entire home/apt,80,30,6,2021-04-25,0.12,1,222,1,
18601759,Guest room in UVIC neighborhood,1647338,June,Saanich,Saanich,48.48232,-123.32773,Private room,110,1,15,2018-08-12,0.29,3,286,1,
18618827,Bachelor suite,67248623,Russl & Team,Saanich,Saanich,48.47959,-123.40786,Private room,60,5,1,2017-09-25,0.02,3,28,0,
18630535,The Old Llama Farm & Sanctuary  - B&B,129432033,Jean,Salt Spring Island,Salt Spring Island,48.86233,-123.49084,Private room,829,3,70,2021-07-22,1.32,1,319,11,
18640440,Bright and Spacious 2 Bdrm in Fairfield/Ross Bay,9070954,Gaye,Victoria,Gonzales,48.41335,-123.33454,Entire home/apt,150,30,18,2018-05-31,0.36,2,14,1,
18642362,3 Bedroom Garden Suite in Fairfield/Ross Bay,9070954,Gaye,Victoria,Gonzales,48.41182,-123.33344,Entire home/apt,225,30,15,2017-09-04,0.29,2,0,0,
18717988,Oceanview Studio in Old Town Victoria,107361760,Terry & Jim,Victoria,Downtown,48.4283,-123.37009,Entire home/apt,138,2,92,2019-09-29,48.42,1,307,21,
18735936,Modern loft apartment on Portage Inlet,65966574,Irene,View Royal,View Royal,48.45848,-123.43432,Private room,145,2,64,2019-08-12,1.25,1,0,14,
18748785,"*OCEANFRONT Staycation* Modern Convenient, Pets",77023258,Carol,Sooke,Sooke,48.38114,-123.70995,Entire home/apt,222,5,20,2018-09-15,0.77,1,124,2,
18753612,Live like a bohemian in the Church House,64647,Francois,Victoria,Fernwood,48.42888,-123.34596,Entire home/apt,275,7,34,2021-05-29,0.67,1,136,12,
18754476,Updated Heritage Laneway Loft with Patio. Parking Included.,68136647,Christine,Victoria,Downtown,48.42862,-123.36824,Entire home/apt,135,1,328,2021-09-21,8.32,2,234,120,
18768574,Stone House Suite Deal,130599216,Chris,Victoria,Hillside/Quadra,48.44477,-123.35068,Entire home/apt,75,30,5,2019-08-09,0.10,1,0,0,
18796051,Urban Escape in the Heart of Old Town -Victoria BC,117171091,Kim,Victoria,Downtown,48.42876,-123.36919,Entire home/apt,150,2,57,2020-02-17,1.15,1,0,0,
18810069,Beautiful Guest Suite in an Ideal Location,130956941,Erin,Sidney,Sidney,48.65778,-123.40099,Entire home/apt,99,2,57,2020-01-16,1.10,1,0,0,
18827332,Parkside Cottage on Salt Spring Island,10375362,Sue,Salt Spring Island,Salt Spring Island,48.88074,-123.55745,Entire home/apt,138,2,158,2021-09-26,6.18,1,222,31,
18909542,"""the Neutra"" Luxury Loft in the Heart of the City",90483448,Stef,Victoria,Downtown,48.42936,-123.36848,Entire home/apt,118,2,179,2021-01-02,6.64,2,328,32,
18915906,Big House by the Ocean,108074678,Liza And Alex,Colwood,Colwood,48.42283,-123.47357,Entire home/apt,354,1,44,2020-06-14,1.52,2,342,9,
18929912,Spacious & Modern 1BR near Chinatown,14331633,Rasool,Victoria,Downtown,48.42905,-123.36719,Entire home/apt,109,1,210,2021-01-12,4.14,4,347,60,
18930103,Stylish 2 bedroom downtown suite with parking!,17307103,Jayhe,Victoria,Downtown,48.42944,-123.36684,Entire home/apt,236,2,103,2019-12-29,2.61,1,355,15,
18951070,Modern New Condo in the ❤ of the City! King Bed!,2687040,Marie,Victoria,Downtown,48.42784,-123.36688,Entire home/apt,102,1,308,2021-08-16,6.18,1,1,62,
18961777,Discovery Oceanfront Cottage,3532717,Victoria,Southern Gulf Islands,Southern Gulf Islands,48.9245,-123.45822,Entire home/apt,175,4,43,2019-07-01,0.89,1,1,13,
18976930,Dragonfly Pl,132375725,Teresa,Langford,Langford,48.45567,-123.55255,Private room,47,1,292,2019-12-02,7.19,1,0,40,
19000167,Cozy Cordova Bay Cottage,23009914,Ariel,Saanich,Saanich,48.53578,-123.38506,Entire home/apt,55,1,64,2019-12-29,2.24,1,0,1,
19014179,Dragonfly guest suite,86186615,Maureen,Saanich,Saanich,48.45024,-123.32596,Entire home/apt,91,3,106,2019-08-11,2.71,1,5,7,
19020256,Lavender Studio Suite Near The Ocean,13903997,Darlene,North Saanich,North Saanich,48.63845,-123.46383,Entire home/apt,85,28,4,2021-05-02,0.46,1,210,4,
19056617,❴ Garden Retreat❵ #2-Wellness service offered,60083822,Junyi,View Royal,View Royal,48.45407,-123.43153,Private room,28,2,46,2018-08-19,1.14,3,271,0,
19071602,The Suite Retreat,121107856,Al,Saanich,Saanich,48.46757,-123.35879,Entire home/apt,99,3,31,2019-08-10,0.78,1,272,0,
19073855,The Black Pearl Suite - 1BD/1BA,19980320,Radie,Victoria,Downtown,48.42641,-123.36263,Entire home/apt,152,2,5,2019-07-27,0.12,20,107,0,
19080680,"Quiet , Cool and Comfortable getaway for two",133233278,Debra,Salt Spring Island,Salt Spring Island,48.87039,-123.49828,Entire home/apt,142,2,44,2019-09-07,1.66,1,60,5,
19086816,Private suite on tranquil west coast acreage,15471723,Chris,Sooke,Sooke,48.39496,-123.73585,Entire home/apt,110,2,44,2020-02-17,1.16,1,317,1,
19087461,❴ Garden Retreat❵ #3- Wellness service offered,60083822,Junyi,View Royal,View Royal,48.45351,-123.43075,Private room,65,2,51,2018-09-02,0.98,3,86,0,
19097894,Blue Sky House,133404224,Lesley,Sooke,Sooke,48.37444,-123.746,Entire home/apt,155,2,57,2019-07-21,1.13,1,312,12,
19101534,Wittys,13636146,Derek,Metchosin,Metchosin,48.39007,-123.49937,Private room,81,2,309,2021-04-26,7.88,1,80,67,
19105527,2 bedroom suite in a great location - good value,133487439,Tiffany,Saanich,Saanich,48.45012,-123.39541,Entire home/apt,193,1,57,2021-08-22,1.12,2,152,9,
19114568,Garden View Guest House,16093589,Guy & Danica,Saanich,Saanich,48.45369,-123.41827,Entire home/apt,96,3,95,2021-09-06,1.81,1,319,10,
19116887,"New Waterfront Home, Sleeps 10+in Ocean View Rooms",376566,Brent & Thuy,Victoria,James Bay,48.41625,-123.3825,Entire home/apt,1108,7,49,2019-12-27,1.26,2,266,0,
19118277,Beach access just steps from your door!,118769539,Tracey,Victoria,Gonzales,48.41287,-123.32919,Entire home/apt,96,2,21,2019-09-08,0.86,1,121,2,
19162260,Spirit Point Retreat,14012404,Gabrielle,Salt Spring Island,Salt Spring Island,48.85643,-123.45397,Entire home/apt,379,3,73,2021-03-27,1.42,1,36,21,
19193227,"Salty Suite - Private, bright suite by the sea",57764669,Melanie,Salt Spring Island,Salt Spring Island,48.83465,-123.474,Entire home/apt,120,3,55,2019-10-13,1.44,1,0,0,
19194747,Bonsai Garden Suite,5575698,Heather & Neil,Saanich,Saanich,48.46852,-123.41221,Entire home/apt,130,2,110,2021-07-05,2.44,3,120,17,
19208389,Loft Living in Heritage Chinatown Building with Parking,16066654,Mitchel,Victoria,Downtown,48.42928,-123.36838,Entire home/apt,132,1,48,2021-09-13,0.93,2,62,38,
19212461,Studio Suite -  Separate entrance & Good location,133487439,Tiffany,Saanich,Saanich,48.45045,-123.39419,Private room,90,1,125,2019-11-11,2.54,2,237,17,
19225040,"Bright 1 bedroom, full bathroom suite",111365697,Derek & Lesley,Central Saanich,Central Saanich,48.55401,-123.39471,Entire home/apt,85,2,42,2019-08-10,0.82,1,284,0,
19245157,"Big, Bright & Beautiful 2BR Near Ocean & Downtown.",128444926,Meddy,Victoria,Fairfield,48.41275,-123.34438,Entire home/apt,133,90,188,2019-10-11,5.12,3,271,5,
19251720,Cozy suite in Convenient Location,66390392,Renata,Saanich,Saanich,48.45987,-123.3648,Entire home/apt,240,1,163,2020-04-11,3.23,2,117,6,
19251724,Pandora's Lantern 34986,245438576,Tylor & Jura,Victoria,Downtown,48.42927,-123.37025,Entire home/apt,83,1,633,2021-07-27,13.03,2,88,143,
19263230,Charming Victoria Loft in Downtown,68136647,Christine,Victoria,Downtown,48.42862,-123.36824,Entire home/apt,141,1,214,2020-03-13,4.28,2,234,37,
19284483,Glamping Tent On The Beach,21019094,Meron,Juan de Fuca,Juan de Fuca,48.57283,-123.49027,Private room,99,1,48,2019-09-30,1.65,3,363,18,
19290858,"Beautiful, Hip & Sunny Loft in Amazing Location",135082217,John,Victoria,Downtown,48.42921,-123.36836,Entire home/apt,239,1,315,2020-09-20,21.24,1,58,34,
19290903,Beautiful waterfront penthouse - Downtown w/ patio,70180959,Steve,Victoria,Downtown,48.4273,-123.36951,Entire home/apt,222,2,248,2021-09-07,4.89,2,3,57,
19296381,3br/2ba Downtown/Songhees Condo,7693415,Jordan,Victoria,Victoria West,48.42823,-123.37585,Entire home/apt,282,1,106,2020-03-21,2.82,7,192,12,
19316749,"Private Suite with Separate Entrance,walk to beach",134768856,Shawn / Veronica,Colwood,Colwood,48.41814,-123.47609,Entire home/apt,95,2,69,2019-08-17,1.38,1,182,0,
19317068,Olympic View,9860532,Sarella,Juan de Fuca,Juan de Fuca,48.51394,-123.54722,Entire home/apt,225,2,36,2019-08-02,0.73,1,257,6,
19334371,The Duet - 2BD/2BA,19980320,Radie,Victoria,James Bay,48.41631,-123.36876,Entire home/apt,159,30,1,2018-09-11,0.03,20,242,0,
19349483,"Quiet, well located, modern space",55467345,Adam,Saanich,Saanich,48.43646,-123.32817,Entire home/apt,95,2,23,2018-08-14,0.45,1,27,0,
19361475,Cat and Pumpkin Executive Cottage: a dreamy escape,25355779,Olga And Lawrence,Salt Spring Island,Salt Spring Island,48.80536,-123.44556,Entire home/apt,299,5,33,2018-08-04,0.64,1,0,5,
19366805,19th-Century Landmark Waterfront Home on the Gorge Inlet,111074550,Lipton,Saanich,Saanich,48.44986,-123.40757,Entire home/apt,500,1,39,2021-01-17,0.89,18,256,7,
19367618,Sleep 8-16 @ Victoria Elegant Waterfront,111074550,Lipton,Saanich,Saanich,48.44975,-123.40791,Entire home/apt,587,1,73,2019-12-01,1.45,18,267,11,
19379785,Private bedroom with private bathroom near UVic,100603479,Kyle,Saanich,Saanich,48.4639,-123.32285,Private room,60,1,77,2019-07-14,1.89,9,31,5,
